Year,NOC,Squad_Size,NOC_Events_Entered,Sport_Diversity,Total,Lagged_Total_Medals,Historical_Total,Is_First_Time_Candidate,Global_Total_Events,Global_Nations_Count,Share_of_Entries,Expected_Share,RCA_Macro,Specialization_Index,Is_Host,Lagged_Squad_Size,Lagged_NOC_Events_Entered,Lagged_Sport_Diversity,Lagged_Global_Total_Events,Lagged_Global_Nations_Count,Lagged_Share_of_Entries,Lagged_Expected_Share,Lagged_RCA_Macro,Lagged_Specialization_Index
2024,LTU,51,42,14,4,1.0,26.0,0,738.0,204,0.006591337099811676,0.004901960784313725,1.344632768361582,3.0,0,42.0,46.0,13.0,761.0,205.0,0.006704562017198659,0.004878048780487805,1.3744352135257252,3.5384615384615383
1900,LUX,1,1,1,1,,0.0,1,236.0,31,0.0024937655860349127,0.03225806451612903,0.0773067331670823,1.0,0,,,,,,,,,
1912,LUX,21,6,2,0,1.0,1.0,0,236.0,27,0.006600660066006601,0.037037037037037035,0.17821782178217824,3.0,0,1.0,1.0,1.0,236.0,31.0,0.0024937655860349127,0.03225806451612903,0.0773067331670823,1.0
1920,LUX,25,18,6,1,0.0,1.0,0,363.0,29,0.014962593516209476,0.034482758620689655,0.4339152119700748,3.0,0,21.0,6.0,2.0,236.0,27.0,0.006600660066006601,0.037037037037037035,0.17821782178217824,3.0
1924,LUX,44,32,9,0,1.0,2.0,0,292.0,44,0.019777503090234856,0.022727272727272728,0.8702101359703337,3.5555555555555554,0,25.0,18.0,6.0,363.0,29.0,0.014962593516209476,0.034482758620689655,0.4339152119700748,3.0
1928,LUX,47,29,9,0,0.0,2.0,0,252.0,46,0.018929503916449087,0.021739130434782608,0.870757180156658,3.2222222222222223,0,44.0,32.0,9.0,292.0,44.0,0.019777503090234856,0.022727272727272728,0.8702101359703337,3.5555555555555554
1936,LUX,44,32,9,0,0.0,2.0,0,302.0,49,0.015533980582524271,0.02040816326530612,0.7611650485436894,3.5555555555555554,0,47.0,29.0,9.0,252.0,46.0,0.018929503916449087,0.021739130434782608,0.870757180156658,3.2222222222222223
1948,LUX,45,32,8,0,0.0,2.0,0,312.0,59,0.014473089099954772,0.01694915254237288,0.8539122568973315,4.0,0,44.0,32.0,9.0,302.0,49.0,0.015533980582524271,0.02040816326530612,0.7611650485436894,3.5555555555555554
1952,LUX,44,32,9,1,0.0,2.0,0,338.0,69,0.010767160161507403,0.014492753623188406,0.7429340511440108,3.5555555555555554,0,45.0,32.0,8.0,312.0,59.0,0.014473089099954772,0.01694915254237288,0.8539122568973315,4.0
1956,LUX,11,22,5,0,1.0,3.0,0,342.0,72,0.010133578995854445,0.013888888888888888,0.72961768770152,4.4,0,44.0,32.0,9.0,338.0,69.0,0.010767160161507403,0.014492753623188406,0.7429340511440108,3.5555555555555554
1960,LUX,52,48,10,0,0.0,3.0,0,340.0,84,0.014256014256014256,0.011904761904761904,1.1975051975051976,4.8,0,11.0,22.0,5.0,342.0,72.0,0.010133578995854445,0.013888888888888888,0.72961768770152,4.4
1964,LUX,12,18,7,0,0.0,3.0,0,370.0,93,0.005571030640668524,0.010752688172043012,0.5181058495821727,2.5714285714285716,0,52.0,48.0,10.0,340.0,84.0,0.014256014256014256,0.011904761904761904,1.1975051975051976,4.8
1968,LUX,5,7,5,0,0.0,3.0,0,386.0,112,0.0019001085776330076,0.008928571428571428,0.21281216069489686,1.4,0,12.0,18.0,7.0,370.0,93.0,0.005571030640668524,0.010752688172043012,0.5181058495821727,2.5714285714285716
1972,LUX,11,8,5,0,0.0,3.0,0,439.0,121,0.001813647698934482,0.008264462809917356,0.2194513715710723,1.6,0,5.0,7.0,5.0,386.0,112.0,0.0019001085776330076,0.008928571428571428,0.21281216069489686,1.4
1976,LUX,8,7,4,0,0.0,3.0,0,444.0,92,0.001863684771033014,0.010869565217391304,0.17145899893503727,1.75,0,11.0,8.0,5.0,439.0,121.0,0.001813647698934482,0.008264462809917356,0.2194513715710723,1.6
1980,LUX,3,4,3,0,0.0,3.0,0,454.0,80,0.001252740369558409,0.0125,0.10021922956467272,1.3333333333333333,0,8.0,7.0,4.0,444.0,92.0,0.001863684771033014,0.010869565217391304,0.17145899893503727,1.75
1984,LUX,5,4,3,0,0.0,3.0,0,492.0,140,0.0008902737591809482,0.007142857142857143,0.12463832628533275,1.3333333333333333,0,3.0,4.0,3.0,454.0,80.0,0.001252740369558409,0.0125,0.10021922956467272,1.3333333333333333
1988,LUX,8,11,4,0,0.0,3.0,0,528.0,159,0.001906082134811991,0.006289308176100629,0.30306705943510653,2.75,0,5.0,4.0,3.0,492.0,140.0,0.0008902737591809482,0.007142857142857143,0.12463832628533275,1.3333333333333333
1992,LUX,6,8,4,0,0.0,3.0,0,573.0,168,0.0012757136022962844,0.005952380952380952,0.2143198851857758,2.0,0,8.0,11.0,4.0,528.0,159.0,0.001906082134811991,0.006289308176100629,0.30306705943510653,2.75
1996,LUX,6,7,5,0,0.0,3.0,0,604.0,197,0.001033515428908903,0.005076142131979695,0.2036025394950539,1.4,0,6.0,8.0,4.0,573.0,168.0,0.0012757136022962844,0.005952380952380952,0.2143198851857758,2.0
2000,LUX,7,8,4,0,0.0,3.0,0,667.0,199,0.0011396011396011395,0.005025125628140704,0.22678062678062677,2.0,0,6.0,7.0,5.0,604.0,197.0,0.001033515428908903,0.005076142131979695,0.2036025394950539,1.4
2004,LUX,10,10,6,0,0.0,3.0,0,669.0,201,0.0014575134819997085,0.004975124378109453,0.29296020988194144,1.6666666666666667,0,7.0,8.0,4.0,667.0,199.0,0.0011396011396011395,0.005025125628140704,0.22678062678062677,2.0
2008,LUX,13,17,7,0,0.0,3.0,0,673.0,204,0.0024021478027412744,0.004901960784313725,0.49003815175922,2.4285714285714284,0,10.0,10.0,6.0,669.0,201.0,0.0014575134819997085,0.004975124378109453,0.29296020988194144,1.6666666666666667
2012,LUX,9,11,7,0,0.0,3.0,0,670.0,204,0.0015725518227305219,0.004901960784313725,0.3208005718370265,1.5714285714285714,0,13.0,17.0,7.0,673.0,204.0,0.0024021478027412744,0.004901960784313725,0.49003815175922,2.4285714285714284
2016,LUX,10,14,5,0,0.0,3.0,0,682.0,205,0.001972108747710945,0.004878048780487805,0.4042822932807437,2.8,0,9.0,11.0,7.0,670.0,204.0,0.0015725518227305219,0.004901960784313725,0.3208005718370265,1.5714285714285714
2020,LUX,12,11,7,0,0.0,3.0,0,761.0,205,0.0016032648301996793,0.004878048780487805,0.32866929019093427,1.5714285714285714,0,10.0,14.0,5.0,682.0,205.0,0.001972108747710945,0.004878048780487805,0.4042822932807437,2.8
2024,LUX,13,12,7,0,0.0,3.0,0,738.0,204,0.0018832391713747645,0.004901960784313725,0.384180790960452,1.7142857142857142,0,12.0,11.0,7.0,761.0,205.0,0.0016032648301996793,0.004878048780487805,0.32866929019093427,1.5714285714285714
1964,MAD,3,4,1,0,,0.0,1,370.0,93,0.0012380068090374497,0.010752688172043012,0.11513463324048281,4.0,0,,,,,,,,,
1968,MAD,4,6,2,0,0.0,0.0,1,386.0,112,0.0016286644951140066,0.008928571428571428,0.18241042345276876,3.0,0,3.0,4.0,1.0,370.0,93.0,0.0012380068090374497,0.010752688172043012,0.11513463324048281,4.0
1972,MAD,11,10,2,0,0.0,0.0,1,439.0,121,0.0022670596236681025,0.008264462809917356,0.2743142144638404,5.0,0,4.0,6.0,2.0,386.0,112.0,0.0016286644951140066,0.008928571428571428,0.18241042345276876,3.0
1980,MAD,11,18,4,0,0.0,0.0,1,454.0,80,0.005637331663012841,0.0125,0.4509865330410272,4.5,0,11.0,10.0,2.0,439.0,121.0,0.0022670596236681025,0.008264462809917356,0.2743142144638404,5.0
1984,MAD,5,5,2,0,0.0,0.0,1,492.0,140,0.001112842198976185,0.007142857142857143,0.15579790785666592,2.5,0,11.0,18.0,4.0,454.0,80.0,0.005637331663012841,0.0125,0.4509865330410272,4.5
1992,MAD,13,15,6,0,0.0,0.0,1,573.0,168,0.0023919630043055333,0.005952380952380952,0.4018497847233296,2.5,0,5.0,5.0,2.0,492.0,140.0,0.001112842198976185,0.007142857142857143,0.15579790785666592,2.5
1996,MAD,11,10,4,0,0.0,0.0,1,604.0,197,0.0014764506127270044,0.005076142131979695,0.2908607707072199,2.5,0,13.0,15.0,6.0,573.0,168.0,0.0023919630043055333,0.005952380952380952,0.4018497847233296,2.5
2000,MAD,11,10,4,0,0.0,0.0,1,667.0,199,0.0014245014245014246,0.005025125628140704,0.2834757834757835,2.5,0,11.0,10.0,4.0,604.0,197.0,0.0014764506127270044,0.005076142131979695,0.2908607707072199,2.5
2004,MAD,8,8,5,0,0.0,0.0,1,669.0,201,0.0011660107855997668,0.004975124378109453,0.23436816790555312,1.6,0,11.0,10.0,4.0,667.0,199.0,0.0014245014245014246,0.005025125628140704,0.2834757834757835,2.5
2008,MAD,6,6,4,0,0.0,0.0,1,673.0,204,0.000847816871555744,0.004901960784313725,0.17295464179737177,1.5,0,8.0,8.0,5.0,669.0,201.0,0.0011660107855997668,0.004975124378109453,0.23436816790555312,1.6
2012,MAD,7,7,5,0,0.0,0.0,1,670.0,204,0.0010007147962830592,0.004901960784313725,0.2041458184417441,1.4,0,6.0,6.0,4.0,673.0,204.0,0.000847816871555744,0.004901960784313725,0.17295464179737177,1.5
2016,MAD,6,6,4,0,0.0,0.0,1,682.0,205,0.0008451894633046908,0.004878048780487805,0.17326383997746161,1.5,0,7.0,7.0,5.0,670.0,204.0,0.0010007147962830592,0.004901960784313725,0.2041458184417441,1.4
2020,MAD,6,6,4,0,0.0,0.0,1,761.0,205,0.0008745080891998251,0.004878048780487805,0.17927415828596416,1.5,0,6.0,6.0,4.0,682.0,205.0,0.0008451894633046908,0.004878048780487805,0.17326383997746161,1.5
2024,MAD,7,7,5,0,0.0,0.0,1,738.0,204,0.001098556183301946,0.004901960784313725,0.224105461393597,1.4,0,6.0,6.0,4.0,761.0,205.0,0.0008745080891998251,0.004878048780487805,0.17927415828596416,1.5
1956,MAL,32,13,5,0,,0.0,1,342.0,72,0.005988023952095809,0.013888888888888888,0.43113772455089827,2.6,0,,,,,,,,,
1960,MAL,9,11,4,0,0.0,0.0,1,340.0,84,0.003267003267003267,0.011904761904761904,0.27442827442827444,2.75,0,32.0,13.0,5.0,342.0,72.0,0.005988023952095809,0.013888888888888888,0.43113772455089827,2.6
1960,MAR,47,45,10,0,,0.0,1,340.0,84,0.013365013365013365,0.011904761904761904,1.1226611226611227,4.5,0,,,,,,,,,
1964,MAR,20,10,4,0,0.0,0.0,1,370.0,93,0.0030950170225936243,0.010752688172043012,0.287836583101207,2.5,0,47.0,45.0,10.0,340.0,84.0,0.013365013365013365,0.011904761904761904,1.1226611226611227,4.5
1968,MAR,25,14,4,0,0.0,0.0,1,386.0,112,0.003800217155266015,0.008928571428571428,0.4256243213897937,3.5,0,20.0,10.0,4.0,370.0,93.0,0.0030950170225936243,0.010752688172043012,0.287836583101207,2.5
1972,MAR,35,19,5,0,0.0,0.0,1,439.0,121,0.004307413284969395,0.008264462809917356,0.5211970074812967,3.8,0,25.0,14.0,4.0,386.0,112.0,0.003800217155266015,0.008928571428571428,0.4256243213897937,3.5
1976,MAR,9,9,2,0,0.0,0.0,1,444.0,92,0.0023961661341853034,0.010869565217391304,0.22044728434504793,4.5,0,35.0,19.0,5.0,439.0,121.0,0.004307413284969395,0.008264462809917356,0.5211970074812967,3.8
1984,MAR,34,18,6,2,0.0,0.0,1,492.0,140,0.0040062319163142665,0.007142857142857143,0.5608724682839973,3.0,0,9.0,9.0,2.0,444.0,92.0,0.0023961661341853034,0.010869565217391304,0.22044728434504793,4.5
1988,MAR,27,25,4,3,2.0,2.0,0,528.0,159,0.004332004851845434,0.006289308176100629,0.688788771443424,6.25,0,34.0,18.0,6.0,492.0,140.0,0.0040062319163142665,0.007142857142857143,0.5608724682839973,3.0
1992,MAR,44,24,7,3,3.0,5.0,0,573.0,168,0.0038271408068888536,0.005952380952380952,0.6429596555573275,3.4285714285714284,0,27.0,25.0,4.0,528.0,159.0,0.004332004851845434,0.006289308176100629,0.688788771443424,6.25
1996,MAR,34,28,7,2,3.0,8.0,0,604.0,197,0.004134061715635612,0.005076142131979695,0.8144101579802157,4.0,0,44.0,24.0,7.0,573.0,168.0,0.0038271408068888536,0.005952380952380952,0.6429596555573275,3.4285714285714284
2000,MAR,55,28,9,5,2.0,10.0,0,667.0,199,0.003988603988603989,0.005025125628140704,0.7937321937321937,3.111111111111111,0,34.0,28.0,7.0,604.0,197.0,0.004134061715635612,0.005076142131979695,0.8144101579802157,4.0
2004,MAR,55,28,9,3,5.0,15.0,0,669.0,201,0.004081037749599184,0.004975124378109453,0.820288587669436,3.111111111111111,0,55.0,28.0,9.0,667.0,199.0,0.003988603988603989,0.005025125628140704,0.7937321937321937,3.111111111111111
2008,MAR,47,35,7,2,3.0,18.0,0,673.0,204,0.004945598417408506,0.004901960784313725,1.0089020771513353,5.0,0,55.0,28.0,9.0,669.0,201.0,0.004081037749599184,0.004975124378109453,0.820288587669436,3.111111111111111
2012,MAR,63,40,12,1,2.0,20.0,0,670.0,204,0.005718370264474625,0.004901960784313725,1.1665475339528235,3.3333333333333335,0,47.0,35.0,7.0,673.0,204.0,0.004945598417408506,0.004901960784313725,1.0089020771513353,5.0
2016,MAR,48,39,13,1,1.0,21.0,0,682.0,205,0.00549373151148049,0.004878048780487805,1.1262149598535005,3.0,0,63.0,40.0,12.0,670.0,204.0,0.005718370264474625,0.004901960784313725,1.1665475339528235,3.3333333333333335
2020,MAR,46,37,18,1,1.0,22.0,0,761.0,205,0.005392799883398921,0.004878048780487805,1.1055239760967788,2.0555555555555554,0,48.0,39.0,13.0,682.0,205.0,0.00549373151148049,0.004878048780487805,1.1262149598535005,3.0
2024,MAR,61,35,21,2,1.0,23.0,0,738.0,204,0.00549278091650973,0.004901960784313725,1.1205273069679849,1.6666666666666667,0,46.0,37.0,18.0,761.0,205.0,0.005392799883398921,0.004878048780487805,1.1055239760967788,2.0555555555555554
1964,MAS,61,48,10,0,,0.0,1,370.0,93,0.014856081708449397,0.010752688172043012,1.3816155988857937,4.8,0,,,,,,,,,
1968,MAS,31,14,4,0,0.0,0.0,1,386.0,112,0.003800217155266015,0.008928571428571428,0.4256243213897937,3.5,0,61.0,48.0,10.0,370.0,93.0,0.014856081708449397,0.010752688172043012,1.3816155988857937,4.8
1972,MAS,44,20,6,0,0.0,0.0,1,439.0,121,0.004534119247336205,0.008264462809917356,0.5486284289276808,3.3333333333333335,0,31.0,14.0,4.0,386.0,112.0,0.003800217155266015,0.008928571428571428,0.4256243213897937,3.5
1976,MAS,23,9,5,0,0.0,0.0,1,444.0,92,0.0023961661341853034,0.010869565217391304,0.22044728434504793,1.8,0,44.0,20.0,6.0,439.0,121.0,0.004534119247336205,0.008264462809917356,0.5486284289276808,3.3333333333333335
1984,MAS,21,12,5,0,0.0,0.0,1,492.0,140,0.0026708212775428445,0.007142857142857143,0.3739149788559982,2.4,0,23.0,9.0,5.0,444.0,92.0,0.0023961661341853034,0.010869565217391304,0.22044728434504793,1.8
1988,MAS,9,15,5,0,0.0,0.0,1,528.0,159,0.0025992029111072605,0.006289308176100629,0.41327326286605437,3.0,0,21.0,12.0,5.0,492.0,140.0,0.0026708212775428445,0.007142857142857143,0.3739149788559982,2.4
1992,MAS,26,11,6,1,0.0,0.0,1,573.0,168,0.0017541062031573912,0.005952380952380952,0.29468984213044175,1.8333333333333333,0,9.0,15.0,5.0,528.0,159.0,0.0025992029111072605,0.006289308176100629,0.41327326286605437,3.0
1996,MAS,35,21,8,2,1.0,1.0,0,604.0,197,0.003100546286726709,0.005076142131979695,0.6108076184851616,2.625,0,26.0,11.0,6.0,573.0,168.0,0.0017541062031573912,0.005952380952380952,0.29468984213044175,1.8333333333333333
2000,MAS,40,32,9,0,2.0,3.0,0,667.0,199,0.004558404558404558,0.005025125628140704,0.9071225071225071,3.5555555555555554,0,35.0,21.0,8.0,604.0,197.0,0.003100546286726709,0.005076142131979695,0.6108076184851616,2.625
2004,MAS,26,31,11,0,0.0,3.0,0,669.0,201,0.004518291794199096,0.004975124378109453,0.9081766506340183,2.8181818181818183,0,40.0,32.0,9.0,667.0,199.0,0.004558404558404558,0.005025125628140704,0.9071225071225071,3.5555555555555554
2008,MAS,31,29,10,1,0.0,3.0,0,673.0,204,0.004097781545852762,0.004901960784313725,0.8359474353539635,2.9,0,26.0,31.0,11.0,669.0,201.0,0.004518291794199096,0.004975124378109453,0.9081766506340183,2.8181818181818183
2012,MAS,28,25,9,2,1.0,4.0,0,670.0,204,0.0035739814152966403,0.004901960784313725,0.7290922087205146,2.7777777777777777,0,31.0,29.0,10.0,673.0,204.0,0.004097781545852762,0.004901960784313725,0.8359474353539635,2.9
2016,MAS,32,29,10,5,2.0,6.0,0,682.0,205,0.0040850824059726724,0.004878048780487805,0.8374418932243979,2.9,0,28.0,25.0,9.0,670.0,204.0,0.0035739814152966403,0.004901960784313725,0.7290922087205146,2.7777777777777777
2020,MAS,30,37,10,2,5.0,11.0,0,761.0,205,0.005392799883398921,0.004878048780487805,1.1055239760967788,3.7,0,32.0,29.0,10.0,682.0,205.0,0.0040850824059726724,0.004878048780487805,0.8374418932243979,2.9
2024,MAS,26,23,11,2,2.0,13.0,0,738.0,204,0.0036095417451349654,0.004901960784313725,0.736346516007533,2.090909090909091,0,30.0,37.0,10.0,761.0,205.0,0.005392799883398921,0.004878048780487805,1.1055239760967788,3.7
1972,MAW,16,17,3,0,,0.0,1,439.0,121,0.003854001360235774,0.008264462809917356,0.46633416458852867,5.666666666666667,0,,,,,,,,,
1984,MAW,15,16,3,0,0.0,0.0,1,492.0,140,0.0035610950367237926,0.007142857142857143,0.498553305141331,5.333333333333333,0,16.0,17.0,3.0,439.0,121.0,0.003854001360235774,0.008264462809917356,0.46633416458852867,5.666666666666667
1988,MAW,16,16,3,0,0.0,0.0,1,528.0,159,0.002772483105181078,0.006289308176100629,0.44082481372379134,5.333333333333333,0,15.0,16.0,3.0,492.0,140.0,0.0035610950367237926,0.007142857142857143,0.498553305141331,5.333333333333333
1992,MAW,4,4,1,0,0.0,0.0,1,573.0,168,0.0006378568011481422,0.005952380952380952,0.1071599425928879,4.0,0,16.0,16.0,3.0,528.0,159.0,0.002772483105181078,0.006289308176100629,0.44082481372379134,5.333333333333333
1996,MAW,2,2,1,0,0.0,0.0,1,604.0,197,0.0002952901225454009,0.005076142131979695,0.05817215414144398,2.0,0,4.0,4.0,1.0,573.0,168.0,0.0006378568011481422,0.005952380952380952,0.1071599425928879,4.0
2000,MAW,2,2,1,0,0.0,0.0,1,667.0,199,0.0002849002849002849,0.005025125628140704,0.05669515669515669,2.0,0,2.0,2.0,1.0,604.0,197.0,0.0002952901225454009,0.005076142131979695,0.05817215414144398,2.0
2004,MAW,4,4,2,0,0.0,0.0,1,669.0,201,0.0005830053927998834,0.004975124378109453,0.11718408395277656,2.0,0,2.0,2.0,1.0,667.0,199.0,0.0002849002849002849,0.005025125628140704,0.05669515669515669,2.0
2008,MAW,4,4,2,0,0.0,0.0,1,673.0,204,0.0005652112477038293,0.004901960784313725,0.11530309453158118,2.0,0,4.0,4.0,2.0,669.0,201.0,0.0005830053927998834,0.004975124378109453,0.11718408395277656,2.0
2012,MAW,3,3,2,0,0.0,0.0,1,670.0,204,0.00042887776983559683,0.004901960784313725,0.08749106504646176,1.5,0,4.0,4.0,2.0,673.0,204.0,0.0005652112477038293,0.004901960784313725,0.11530309453158118,2.0
2016,MAW,5,5,3,0,0.0,0.0,1,682.0,205,0.000704324552753909,0.004878048780487805,0.14438653331455134,1.6666666666666667,0,3.0,3.0,2.0,670.0,204.0,0.00042887776983559683,0.004901960784313725,0.08749106504646176,1.5
2020,MAW,5,5,4,0,0.0,0.0,1,761.0,205,0.0007287567409998542,0.004878048780487805,0.1493951319049701,1.25,0,5.0,5.0,3.0,682.0,205.0,0.000704324552753909,0.004878048780487805,0.14438653331455134,1.6666666666666667
2024,MAW,3,3,2,0,0.0,0.0,1,738.0,204,0.00047080979284369113,0.004901960784313725,0.096045197740113,1.5,0,5.0,5.0,4.0,761.0,205.0,0.0007287567409998542,0.004878048780487805,0.1493951319049701,1.25
1996,MDA,40,41,10,2,,0.0,1,604.0,197,0.006053447512180718,0.005076142131979695,1.1925291598996015,4.1,0,,,,,,,,,
2000,MDA,34,34,7,2,2.0,2.0,0,667.0,199,0.004843304843304843,0.005025125628140704,0.9638176638176638,4.857142857142857,0,40.0,41.0,10.0,604.0,197.0,0.006053447512180718,0.005076142131979695,1.1925291598996015,4.1
2004,MDA,33,31,8,0,2.0,4.0,0,669.0,201,0.004518291794199096,0.004975124378109453,0.9081766506340183,3.875,0,34.0,34.0,7.0,667.0,199.0,0.004843304843304843,0.005025125628140704,0.9638176638176638,4.857142857142857
2008,MDA,29,28,8,1,0.0,4.0,0,673.0,204,0.003956478733926805,0.004901960784313725,0.8071216617210683,3.5,0,33.0,31.0,8.0,669.0,201.0,0.004518291794199096,0.004975124378109453,0.9081766506340183,3.875
2012,MDA,20,19,9,0,1.0,5.0,0,670.0,204,0.0027162258756254468,0.004901960784313725,0.5541100786275911,2.111111111111111,0,29.0,28.0,8.0,673.0,204.0,0.003956478733926805,0.004901960784313725,0.8071216617210683,3.5
2016,MDA,23,22,9,0,0.0,5.0,0,682.0,205,0.0030990280321171997,0.004878048780487805,0.6353007465840259,2.4444444444444446,0,20.0,19.0,9.0,670.0,204.0,0.0027162258756254468,0.004901960784313725,0.5541100786275911,2.111111111111111
2020,MDA,20,23,8,1,0.0,5.0,0,761.0,205,0.0033522810085993295,0.004878048780487805,0.6872176067628626,2.875,0,23.0,22.0,9.0,682.0,205.0,0.0030990280321171997,0.004878048780487805,0.6353007465840259,2.4444444444444446
2024,MDA,26,27,10,4,1.0,6.0,0,738.0,204,0.00423728813559322,0.004901960784313725,0.864406779661017,2.7,0,20.0,23.0,8.0,761.0,205.0,0.0033522810085993295,0.004878048780487805,0.6872176067628626,2.875
1988,MDV,7,5,1,0,,0.0,1,528.0,159,0.0008664009703690869,0.006289308176100629,0.1377577542886848,5.0,0,,,,,,,,,
1992,MDV,7,8,2,0,0.0,0.0,1,573.0,168,0.0012757136022962844,0.005952380952380952,0.2143198851857758,4.0,0,7.0,5.0,1.0,528.0,159.0,0.0008664009703690869,0.006289308176100629,0.1377577542886848,5.0
1996,MDV,6,6,2,0,0.0,0.0,1,604.0,197,0.0008858703676362026,0.005076142131979695,0.17451646242433191,3.0,0,7.0,8.0,2.0,573.0,168.0,0.0012757136022962844,0.005952380952380952,0.2143198851857758,4.0
2000,MDV,4,4,2,0,0.0,0.0,1,667.0,199,0.0005698005698005698,0.005025125628140704,0.11339031339031339,2.0,0,6.0,6.0,2.0,604.0,197.0,0.0008858703676362026,0.005076142131979695,0.17451646242433191,3.0
2004,MDV,4,4,2,0,0.0,0.0,1,669.0,201,0.0005830053927998834,0.004975124378109453,0.11718408395277656,2.0,0,4.0,4.0,2.0,667.0,199.0,0.0005698005698005698,0.005025125628140704,0.11339031339031339,2.0
2008,MDV,4,4,2,0,0.0,0.0,1,673.0,204,0.0005652112477038293,0.004901960784313725,0.11530309453158118,2.0,0,4.0,4.0,2.0,669.0,201.0,0.0005830053927998834,0.004975124378109453,0.11718408395277656,2.0
2012,MDV,5,5,3,0,0.0,0.0,1,670.0,204,0.0007147962830593281,0.004901960784313725,0.14581844174410294,1.6666666666666667,0,4.0,4.0,2.0,673.0,204.0,0.0005652112477038293,0.004901960784313725,0.11530309453158118,2.0
2016,MDV,4,4,2,0,0.0,0.0,1,682.0,205,0.0005634596422031273,0.004878048780487805,0.11550922665164108,2.0,0,5.0,5.0,3.0,670.0,204.0,0.0007147962830593281,0.004901960784313725,0.14581844174410294,1.6666666666666667
2020,MDV,4,4,3,0,0.0,0.0,1,761.0,205,0.0005830053927998834,0.004878048780487805,0.1195161055239761,1.3333333333333333,0,4.0,4.0,2.0,682.0,205.0,0.0005634596422031273,0.004878048780487805,0.11550922665164108,2.0
2024,MDV,5,4,4,0,0.0,0.0,1,738.0,204,0.0006277463904582549,0.004901960784313725,0.128060263653484,1.0,0,4.0,4.0,3.0,761.0,205.0,0.0005830053927998834,0.004878048780487805,0.1195161055239761,1.3333333333333333
1900,MEX,1,1,1,0,,0.0,1,236.0,31,0.0024937655860349127,0.03225806451612903,0.0773067331670823,1.0,0,,,,,,,,,
1924,MEX,15,15,3,0,0.0,0.0,1,292.0,44,0.009270704573547589,0.022727272727272728,0.4079110012360939,5.0,0,1.0,1.0,1.0,236.0,31.0,0.0024937655860349127,0.03225806451612903,0.0773067331670823,1.0
1928,MEX,29,17,5,0,0.0,0.0,1,252.0,46,0.011096605744125326,0.021739130434782608,0.5104438642297651,3.4,0,15.0,15.0,3.0,292.0,44.0,0.009270704573547589,0.022727272727272728,0.4079110012360939,5.0
1932,MEX,70,51,11,0,0.0,0.0,1,268.0,37,0.05828571428571429,0.02702702702702703,2.1565714285714286,4.636363636363637,0,29.0,17.0,5.0,252.0,46.0,0.011096605744125326,0.021739130434782608,0.5104438642297651,3.4
1936,MEX,32,14,8,3,0.0,0.0,1,302.0,49,0.006796116504854369,0.02040816326530612,0.3330097087378641,1.75,0,70.0,51.0,11.0,268.0,37.0,0.05828571428571429,0.02702702702702703,2.1565714285714286,4.636363636363637
1948,MEX,88,57,14,5,3.0,3.0,0,312.0,59,0.025780189959294438,0.01694915254237288,1.5210312075983718,4.071428571428571,0,32.0,14.0,8.0,302.0,49.0,0.006796116504854369,0.02040816326530612,0.3330097087378641,1.75
1952,MEX,64,35,13,1,5.0,8.0,0,338.0,69,0.011776581426648721,0.014492753623188406,0.8125841184387618,2.6923076923076925,0,88.0,57.0,14.0,312.0,59.0,0.025780189959294438,0.01694915254237288,1.5210312075983718,4.071428571428571
1956,MEX,24,20,10,2,1.0,9.0,0,342.0,72,0.009212344541685858,0.013888888888888888,0.6632888070013818,2.0,0,64.0,35.0,13.0,338.0,69.0,0.011776581426648721,0.014492753623188406,0.8125841184387618,2.6923076923076925
1960,MEX,69,55,14,0,2.0,11.0,0,340.0,84,0.016335016335016335,0.011904761904761904,1.3721413721413722,3.9285714285714284,0,24.0,20.0,10.0,342.0,72.0,0.009212344541685858,0.013888888888888888,0.6632888070013818,2.0
1964,MEX,93,58,15,1,0.0,11.0,0,370.0,93,0.01795109873104302,0.010752688172043012,1.6694521819870007,3.8666666666666667,0,69.0,55.0,14.0,340.0,84.0,0.016335016335016335,0.011904761904761904,1.3721413721413722,3.9285714285714284
1968,MEX,272,146,20,9,1.0,12.0,0,386.0,112,0.039630836047774155,0.008928571428571428,4.438653637350706,7.3,1,93.0,58.0,15.0,370.0,93.0,0.01795109873104302,0.010752688172043012,1.6694521819870007,3.8666666666666667
1972,MEX,171,112,20,1,9.0,21.0,0,439.0,121,0.02539106778508275,0.008264462809917356,3.0723192019950125,5.6,0,272.0,146.0,20.0,386.0,112.0,0.039630836047774155,0.008928571428571428,4.438653637350706,7.3
1976,MEX,96,54,17,2,1.0,22.0,0,444.0,92,0.01437699680511182,0.010869565217391304,1.3226837060702876,3.176470588235294,0,171.0,112.0,20.0,439.0,121.0,0.02539106778508275,0.008264462809917356,3.0723192019950125,5.6
1980,MEX,45,43,12,4,2.0,24.0,0,454.0,80,0.013466958972752897,0.0125,1.0773567178202317,3.5833333333333335,0,96.0,54.0,17.0,444.0,92.0,0.01437699680511182,0.010869565217391304,1.3226837060702876,3.176470588235294
1984,MEX,98,87,18,6,4.0,28.0,0,492.0,140,0.019363454262185623,0.007142857142857143,2.710883596705987,4.833333333333333,0,45.0,43.0,12.0,454.0,80.0,0.013466958972752897,0.0125,1.0773567178202317,3.5833333333333335
