Year,NOC,Squad_Size,Female_Ratio,NOC_Events_Entered,Sport_Diversity,Gold,Silver,Bronze,Total,Lagged_Total_Medals,Global_Unique_Sports,Global_Total_Events,Global_Nations_Count,Global_Actual_Medals_Awarded,Is_Host,Is_Prev_Host,Is_Next_Host,Medal_Share_Won,Event_Participation_Rate
1992,KSA,9,0.0,13,5,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0226876090750436
1996,KSA,29,0.0,13,5,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.021523178807947
2000,KSA,18,0.0,14,5,0,1,1,2,0.0,43,667.0,199,927,0,0,0,0.0021574973031283,0.0209895052473763
2004,KSA,16,0.0,12,6,0,0,0,0,2.0,43,669.0,201,926,0,0,0,0.0,0.0179372197309417
2008,KSA,14,0.0,11,4,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0163447251114413
2012,KSA,18,0.1111111111111111,14,5,0,0,1,1,0.0,43,670.0,204,960,0,0,0,0.0010416666666666,0.0208955223880597
2016,KSA,10,0.3,10,5,0,0,0,0,1.0,45,682.0,205,972,0,0,0,0.0,0.0146627565982404
2021,KSA,33,0.0606060606060606,12,9,0,1,0,1,0.0,53,761.0,205,1080,0,0,0,0.0009259259259259,0.0157687253613666
2024,KSA,8,0.25,7,4,0,0,0,0,1.0,51,738.0,204,1039,0,0,0,0.0,0.0094850948509485
1972,KUW,4,0.0,4,2,0,0,0,0,0.0,31,439.0,121,600,0,0,0,0.0,0.0091116173120728
1976,KUW,15,0.0,13,4,0,0,0,0,0.0,30,444.0,92,613,0,0,0,0.0,0.0292792792792792
1980,KUW,56,0.0,26,7,0,0,0,0,0.0,30,454.0,80,631,0,0,0,0.0,0.0572687224669603
1984,KUW,23,0.0,17,5,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.0345528455284552
1988,KUW,25,0.0,24,7,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0454545454545454
1992,KUW,32,0.0,18,7,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.031413612565445
1996,KUW,25,0.0,16,9,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0264900662251655
2000,KUW,29,0.0,10,6,0,0,1,1,0.0,43,667.0,199,927,0,0,0,0.0010787486515641,0.0149925037481259
2004,KUW,11,0.0909090909090909,9,3,0,0,0,0,1.0,43,669.0,201,926,0,0,0,0.0,0.0134529147982062
2008,KUW,8,0.0,7,5,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0104011887072808
2012,KUW,10,0.2,11,4,0,0,1,1,0.0,43,670.0,204,960,0,0,0,0.0010416666666666,0.0164179104477611
2021,KUW,10,0.2,8,5,0,0,1,1,1.0,53,761.0,205,1080,0,0,0,0.0009259259259259,0.0105124835742444
2024,KUW,9,0.4444444444444444,9,6,0,0,0,0,1.0,51,738.0,204,1039,0,0,0,0.0,0.0121951219512195
1988,LAO,3,0.3333333333333333,3,2,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0056818181818181
1992,LAO,6,0.0,7,2,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0122164048865619
1996,LAO,5,0.2,2,1,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0033112582781456
2000,LAO,3,0.3333333333333333,3,2,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0044977511244377
2004,LAO,5,0.4,5,3,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.007473841554559
2008,LAO,4,0.5,4,2,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0059435364041604
2012,LAO,3,0.3333333333333333,3,2,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0044776119402985
2016,LAO,5,0.4,5,4,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0073313782991202
2021,LAO,4,0.5,4,3,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0052562417871222
2024,LAO,4,0.75,4,3,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.005420054200542
1928,LAT,15,0.1333333333333333,12,5,0,0,0,0,0.0,23,252.0,46,327,0,0,0,0.0,0.0476190476190476
1932,LAT,2,0.0,2,1,0,0,0,0,0.0,23,268.0,37,370,0,0,0,0.0,0.0074626865671641
1936,LAT,24,0.0,13,5,0,1,1,2,0.0,28,302.0,49,422,0,0,0,0.0047393364928909,0.043046357615894
1992,LAT,34,0.2647058823529412,31,13,0,2,1,3,2.0,37,573.0,168,815,0,0,0,0.003680981595092,0.0541012216404886
1996,LAT,47,0.2765957446808511,47,12,0,1,0,1,3.0,40,604.0,197,842,0,0,0,0.001187648456057,0.0778145695364238
2000,LAT,45,0.3333333333333333,47,13,1,1,1,3,1.0,43,667.0,199,927,0,0,0,0.0032362459546925,0.0704647676161919
2004,LAT,32,0.3125,37,11,0,4,0,4,3.0,43,669.0,201,926,0,0,0,0.0043196544276457,0.0553064275037369
2008,LAT,47,0.3829787234042553,33,11,1,1,1,3,4.0,45,673.0,204,958,0,0,0,0.0031315240083507,0.0490341753343239
2012,LAT,45,0.3111111111111111,38,12,1,0,1,2,3.0,43,670.0,204,960,0,0,0,0.0020833333333333,0.0567164179104477
2016,LAT,32,0.40625,25,12,0,0,0,0,2.0,45,682.0,205,972,0,0,0,0.0,0.0366568914956011
2021,LAT,33,0.3939393939393939,26,15,1,0,1,2,0.0,53,761.0,205,1080,0,0,0,0.0018518518518518,0.0341655716162943
2024,LAT,29,0.4482758620689655,23,14,0,0,0,0,2.0,51,738.0,204,1039,0,0,0,0.0,0.0311653116531165
1980,LBA,29,0.0689655172413793,20,5,0,0,0,0,0.0,30,454.0,80,631,0,0,0,0.0,0.0440528634361233
1988,LBA,6,0.0,5,3,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0094696969696969
1992,LBA,5,0.0,5,4,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0087260034904013
1996,LBA,5,0.0,5,2,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0082781456953642
2000,LBA,3,0.0,3,3,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0044977511244377
2004,LBA,8,0.25,8,5,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0119581464872944
2008,LBA,6,0.3333333333333333,6,4,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0089153046062407
2012,LBA,4,0.25,4,3,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0059701492537313
2016,LBA,7,0.1428571428571428,7,6,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0102639296187683
2021,LBA,4,0.25,4,4,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0052562417871222
2024,LBA,6,0.1666666666666666,6,5,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.008130081300813
2024,LBN,9,0.4444444444444444,9,7,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0121951219512195
1960,LBR,4,0.0,5,1,0,0,0,0,0.0,26,340.0,84,461,0,0,0,0.0,0.0147058823529411
1964,LBR,1,0.0,2,1,0,0,0,0,0.0,28,370.0,93,504,0,0,0,0.0,0.0054054054054054
1972,LBR,5,0.0,5,1,0,0,0,0,0.0,31,439.0,121,600,0,0,0,0.0,0.0113895216400911
1984,LBR,7,0.1428571428571428,7,1,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.0142276422764227
1988,LBR,8,0.125,10,2,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0189393939393939
1996,LBR,5,0.2,3,1,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0049668874172185
2000,LBR,8,0.25,7,1,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0104947526236881
2004,LBR,2,0.5,2,1,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0029895366218236
2008,LBR,3,0.3333333333333333,4,1,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0059435364041604
2012,LBR,3,0.6666666666666666,3,1,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0044776119402985
2016,LBR,2,0.5,3,1,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0043988269794721
2021,LBR,3,0.3333333333333333,3,1,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0039421813403416
2024,LBR,8,0.375,5,1,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0067750677506775
2000,LCA,5,0.4,5,2,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0074962518740629
2004,LCA,2,0.5,2,2,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0029895366218236
2008,LCA,4,0.75,4,2,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0059435364041604
2012,LCA,4,0.75,4,3,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0059701492537313
2016,LCA,5,0.6,4,3,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0058651026392961
2021,LCA,5,0.6,5,3,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0065703022339027
2024,LCA,4,0.25,5,3,1,1,0,2,0.0,51,738.0,204,1039,0,0,0,0.0019249278152069,0.0067750677506775
1980,LES,5,0.0,6,1,0,0,0,0,0.0,30,454.0,80,631,0,0,0,0.0,0.013215859030837
1984,LES,4,0.0,4,2,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.008130081300813
1988,LES,6,0.0,5,2,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0094696969696969
1992,LES,6,0.1666666666666666,8,1,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0139616055846422
1996,LES,9,0.4444444444444444,5,1,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0082781456953642
2000,LES,6,0.3333333333333333,6,3,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0089955022488755
2004,LES,3,0.6666666666666666,3,2,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0044843049327354
2008,LES,5,0.2,3,2,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0044576523031203
2012,LES,4,0.5,4,2,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0059701492537313
2016,LES,8,0.125,8,3,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0117302052785923
2021,LES,2,0.5,2,1,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0026281208935611
2024,LES,3,0.6666666666666666,3,2,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0040650406504065
1952,LIB,9,0.0,8,4,0,0,0,0,0.0,26,338.0,69,459,0,0,0,0.0,0.0236686390532544
1960,LIB,19,0.0,15,6,0,0,0,0,0.0,26,340.0,84,461,0,0,0,0.0,0.0441176470588235
1964,LIB,5,0.0,3,2,0,0,0,0,0.0,28,370.0,93,504,0,0,0,0.0,0.0081081081081081
1968,LIB,11,0.0,13,6,0,0,0,0,0.0,27,386.0,112,527,0,0,0,0.0,0.0336787564766839
1972,LIB,19,0.1052631578947368,23,9,0,0,0,0,0.0,31,439.0,121,600,0,0,0,0.0,0.0523917995444191
1976,LIB,3,0.0,4,3,0,0,0,0,0.0,30,444.0,92,613,0,0,0,0.0,0.009009009009009
1980,LIB,15,0.0,16,8,0,0,0,0,0.0,30,454.0,80,631,0,0,0,0.0,0.0352422907488986
1984,LIB,22,0.0454545454545454,20,9,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.040650406504065
1988,LIB,21,0.0952380952380952,28,8,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.053030303030303
1992,LIB,12,0.0,15,7,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0261780104712041
1996,LIB,1,1.0,1,1,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0016556291390728
2000,LIB,6,0.3333333333333333,6,4,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0089955022488755
2004,LIB,5,0.4,5,3,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.007473841554559
2008,LIB,6,0.3333333333333333,6,4,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0089153046062407
2012,LIB,10,0.7,10,7,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0149253731343283
2016,LIB,9,0.5555555555555556,9,7,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0131964809384164
1948,LIE,2,0.0,1,1,0,0,0,0,0.0,26,312.0,59,411,0,0,0,0.0,0.0032051282051282
1952,LIE,2,0.0,1,1,0,0,0,0,0.0,26,338.0,69,459,0,0,0,0.0,0.0029585798816568
1960,LIE,5,0.0,6,3,0,0,0,0,0.0,26,340.0,84,461,0,0,0,0.0,0.0176470588235294
1964,LIE,2,0.0,3,1,0,0,0,0,0.0,28,370.0,93,504,0,0,0,0.0,0.0081081081081081
1968,LIE,2,0.0,3,1,0,0,0,0,0.0,27,386.0,112,527,0,0,0,0.0,0.0077720207253886
1972,LIE,6,0.0,11,4,0,0,0,0,0.0,31,439.0,121,600,0,0,0,0.0,0.0250569476082004
1976,LIE,6,0.3333333333333333,9,2,0,0,0,0,0.0,30,444.0,92,613,0,0,0,0.0,0.0202702702702702
1984,LIE,7,0.2857142857142857,7,3,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.0142276422764227
1988,LIE,12,0.25,15,5,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0284090909090909
1992,LIE,7,0.4285714285714285,8,4,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0139616055846422
1996,LIE,2,1.0,2,2,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0033112582781456
2000,LIE,2,0.5,2,2,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0029985007496251
2004,LIE,1,0.0,1,1,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0014947683109118
2008,LIE,2,0.0,2,2,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0029717682020802
2012,LIE,3,0.6666666666666666,4,3,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0059701492537313
2016,LIE,3,0.6666666666666666,3,2,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0043988269794721
2021,LIE,5,0.6,8,3,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0105124835742444
2024,LIE,1,0.0,1,1,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0013550135501355
1928,LTU,12,0.0833333333333333,10,4,0,0,0,0,0.0,23,252.0,46,327,0,0,0,0.0,0.0396825396825396
1992,LTU,47,0.2340425531914893,31,11,1,0,1,2,0.0,37,573.0,168,815,0,0,0,0.0024539877300613,0.0541012216404886
1996,LTU,61,0.2622950819672131,49,14,0,0,1,1,2.0,40,604.0,197,842,0,0,0,0.001187648456057,0.0811258278145695
2000,LTU,61,0.3442622950819672,50,15,2,0,3,5,1.0,43,667.0,199,927,0,0,0,0.0053937432578209,0.0749625187406296
2004,LTU,59,0.2033898305084746,44,13,1,2,0,3,5.0,43,669.0,201,926,0,0,0,0.0032397408207343,0.0657698056801195
2008,LTU,71,0.380281690140845,54,16,0,3,2,5,3.0,45,673.0,204,958,0,0,0,0.0052192066805845,0.0802377414561664
2012,LTU,62,0.3709677419354839,54,14,2,0,3,5,5.0,43,670.0,204,960,0,0,0,0.0052083333333333,0.0805970149253731
2016,LTU,67,0.2835820895522388,49,15,0,1,3,4,5.0,45,682.0,205,972,0,0,0,0.0041152263374485,0.0718475073313783
2021,LTU,42,0.3809523809523809,46,13,0,1,0,1,4.0,53,761.0,205,1080,0,0,0,0.0009259259259259,0.0604467805519053
2024,LTU,51,0.4705882352941176,42,14,0,2,2,4,1.0,51,738.0,204,1039,0,0,0,0.0038498556304138,0.056910569105691
1912,LUX,21,0.0,6,2,0,0,0,0,1.0,21,236.0,27,312,0,0,0,0.0,0.0254237288135593
1920,LUX,25,0.0,18,6,0,1,0,1,0.0,32,363.0,29,438,0,0,0,0.002283105022831,0.0495867768595041
1924,LUX,44,0.0454545454545454,32,9,0,0,0,0,1.0,26,292.0,44,378,0,0,0,0.0,0.1095890410958904
1928,LUX,47,0.0425531914893617,29,9,0,0,0,0,0.0,23,252.0,46,327,0,0,0,0.0,0.115079365079365
1936,LUX,44,0.0,32,9,0,0,0,0,0.0,28,302.0,49,422,0,0,0,0.0,0.1059602649006622
1948,LUX,45,0.0666666666666666,32,8,0,0,0,0,0.0,26,312.0,59,411,0,0,0,0.0,0.1025641025641025
1952,LUX,44,0.0,32,9,1,0,0,1,0.0,26,338.0,69,459,0,0,0,0.0021786492374727,0.0946745562130177
1956,LUX,11,0.0909090909090909,22,5,0,0,0,0,1.0,26,342.0,72,469,0,0,0,0.0,0.0643274853801169
1960,LUX,52,0.0961538461538461,48,10,0,0,0,0,0.0,26,340.0,84,461,0,0,0,0.0,0.1411764705882353
1964,LUX,12,0.1666666666666666,18,7,0,0,0,0,0.0,28,370.0,93,504,0,0,0,0.0,0.0486486486486486
1968,LUX,5,0.4,7,5,0,0,0,0,0.0,27,386.0,112,527,0,0,0,0.0,0.0181347150259067
1972,LUX,11,0.0909090909090909,8,5,0,0,0,0,0.0,31,439.0,121,600,0,0,0,0.0,0.0182232346241457
1976,LUX,8,0.0,7,4,0,0,0,0,0.0,30,444.0,92,613,0,0,0,0.0,0.0157657657657657
1980,LUX,3,0.0,4,3,0,0,0,0,0.0,30,454.0,80,631,0,0,0,0.0,0.0088105726872246
1984,LUX,5,0.2,4,3,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.008130081300813
1988,LUX,8,0.375,11,4,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0208333333333333
1992,LUX,6,0.1666666666666666,8,4,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0139616055846422
1996,LUX,6,0.6666666666666666,7,5,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0115894039735099
2000,LUX,7,0.7142857142857143,8,4,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0119940029985007
2004,LUX,10,0.4,10,6,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.014947683109118
2008,LUX,13,0.3076923076923077,17,7,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.025260029717682
2012,LUX,9,0.4444444444444444,11,7,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0164179104477611
2016,LUX,10,0.5,14,5,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0205278592375366
2021,LUX,12,0.3333333333333333,11,7,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.014454664914586
2024,LUX,13,0.4615384615384615,12,7,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.016260162601626
1968,MAD,4,0.0,6,2,0,0,0,0,0.0,27,386.0,112,527,0,0,0,0.0,0.0155440414507772
1972,MAD,11,0.0,10,2,0,0,0,0,0.0,31,439.0,121,600,0,0,0,0.0,0.0227790432801822
1980,MAD,11,0.2727272727272727,18,4,0,0,0,0,0.0,30,454.0,80,631,0,0,0,0.0,0.039647577092511
1984,MAD,5,0.0,5,2,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.0101626016260162
1992,MAD,13,0.3846153846153846,15,6,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0261780104712041
1996,MAD,11,0.6363636363636364,10,4,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0165562913907284
2000,MAD,11,0.5454545454545454,10,4,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0149925037481259
2004,MAD,8,0.625,8,5,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0119581464872944
2008,MAD,6,0.3333333333333333,6,4,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0089153046062407
2012,MAD,7,0.5714285714285714,7,5,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0104477611940298
2016,MAD,6,0.6666666666666666,6,4,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0087976539589442
2021,MAD,6,0.3333333333333333,6,4,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0078843626806833
2024,MAD,7,0.5714285714285714,7,5,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0094850948509485
1960,MAL,9,0.0,11,4,0,0,0,0,0.0,26,340.0,84,461,0,0,0,0.0,0.0323529411764705
1964,MAR,20,0.0,10,4,0,0,0,0,0.0,28,370.0,93,504,0,0,0,0.0,0.027027027027027
1968,MAR,25,0.0,14,4,0,0,0,0,0.0,27,386.0,112,527,0,0,0,0.0,0.0362694300518134
1972,MAR,35,0.0571428571428571,19,5,0,0,0,0,0.0,31,439.0,121,600,0,0,0,0.0,0.0432801822323462
1976,MAR,9,0.0,9,2,0,0,0,0,0.0,30,444.0,92,613,0,0,0,0.0,0.0202702702702702
1984,MAR,34,0.0294117647058823,18,6,2,0,0,2,0.0,32,492.0,140,688,0,0,0,0.002906976744186,0.0365853658536585
1988,MAR,27,0.1111111111111111,25,4,1,0,2,3,2.0,34,528.0,159,739,0,0,0,0.0040595399188092,0.0473484848484848
1992,MAR,44,0.0227272727272727,24,7,1,1,1,3,3.0,37,573.0,168,815,0,0,0,0.003680981595092,0.0418848167539267
1996,MAR,34,0.0588235294117647,28,7,0,0,2,2,3.0,40,604.0,197,842,0,0,0,0.002375296912114,0.0463576158940397
2000,MAR,55,0.1636363636363636,28,9,0,1,4,5,2.0,43,667.0,199,927,0,0,0,0.0053937432578209,0.0419790104947526
2004,MAR,55,0.1454545454545454,28,9,2,1,0,3,5.0,43,669.0,201,926,0,0,0,0.0032397408207343,0.0418535127055306
2008,MAR,47,0.2340425531914893,35,7,0,1,1,2,3.0,45,673.0,204,958,0,0,0,0.0020876826722338,0.0520059435364041
2012,MAR,63,0.2698412698412698,40,12,0,0,1,1,2.0,43,670.0,204,960,0,0,0,0.0010416666666666,0.0597014925373134
2016,MAR,48,0.3958333333333333,39,13,0,0,1,1,1.0,45,682.0,205,972,0,0,0,0.0010288065843621,0.0571847507331378
2021,MAR,46,0.3043478260869565,37,18,1,0,0,1,1.0,53,761.0,205,1080,0,0,0,0.0009259259259259,0.0486202365308804
2024,MAR,61,0.2950819672131147,35,21,1,0,1,2,1.0,51,738.0,204,1039,0,0,0,0.0019249278152069,0.0474254742547425
1968,MAS,31,0.0,14,4,0,0,0,0,0.0,27,386.0,112,527,0,0,0,0.0,0.0362694300518134
1972,MAS,44,0.0681818181818181,20,6,0,0,0,0,0.0,31,439.0,121,600,0,0,0,0.0,0.0455580865603644
1976,MAS,23,0.0,9,5,0,0,0,0,0.0,30,444.0,92,613,0,0,0,0.0,0.0202702702702702
1984,MAS,21,0.0476190476190476,12,5,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.024390243902439
1988,MAS,9,0.4444444444444444,15,5,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0284090909090909
1992,MAS,26,0.0,11,6,0,0,1,1,0.0,37,573.0,168,815,0,0,0,0.0012269938650306,0.019197207678883
1996,MAS,35,0.0857142857142857,21,8,0,1,1,2,1.0,40,604.0,197,842,0,0,0,0.002375296912114,0.0347682119205298
2000,MAS,40,0.2,32,9,0,0,0,0,2.0,43,667.0,199,927,0,0,0,0.0,0.047976011994003
2004,MAS,26,0.3076923076923077,31,11,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.046337817638266
2008,MAS,31,0.4516129032258064,29,10,0,1,0,1,0.0,45,673.0,204,958,0,0,0,0.0010438413361169,0.0430906389301634
2012,MAS,28,0.4642857142857143,25,9,0,1,1,2,1.0,43,670.0,204,960,0,0,0,0.0020833333333333,0.0373134328358208
2016,MAS,32,0.46875,29,10,0,4,1,5,2.0,45,682.0,205,972,0,0,0,0.0051440329218107,0.0425219941348973
2021,MAS,30,0.6,37,10,0,1,1,2,5.0,53,761.0,205,1080,0,0,0,0.0018518518518518,0.0486202365308804
2024,MAS,26,0.5,23,11,0,0,2,2,2.0,51,738.0,204,1039,0,0,0,0.0019249278152069,0.0311653116531165
1984,MAW,15,0.0,16,3,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.032520325203252
1988,MAW,16,0.0,16,3,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0303030303030303
1992,MAW,4,0.25,4,1,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0069808027923211
1996,MAW,2,0.0,2,1,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0033112582781456
2000,MAW,2,0.5,2,1,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0029985007496251
2004,MAW,4,0.5,4,2,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0059790732436472
2008,MAW,4,0.5,4,2,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0059435364041604
2012,MAW,3,0.6666666666666666,3,2,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0044776119402985
2016,MAW,5,0.4,5,3,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0073313782991202
2021,MAW,5,0.6,5,4,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0065703022339027
2024,MAW,3,0.6666666666666666,3,2,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0040650406504065
2000,MDA,34,0.1470588235294117,34,7,0,1,1,2,2.0,43,667.0,199,927,0,0,0,0.0021574973031283,0.0509745127436281
2004,MDA,33,0.2121212121212121,31,8,0,0,0,0,2.0,43,669.0,201,926,0,0,0,0.0,0.046337817638266
2008,MDA,29,0.2758620689655172,28,8,0,0,1,1,0.0,45,673.0,204,958,0,0,0,0.0010438413361169,0.0416047548291233
2012,MDA,20,0.4,19,9,0,0,0,0,1.0,43,670.0,204,960,0,0,0,0.0,0.0283582089552238
2016,MDA,23,0.391304347826087,22,9,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.032258064516129
2021,MDA,20,0.55,23,8,0,0,1,1,0.0,53,761.0,205,1080,0,0,0,0.0009259259259259,0.0302233902759526
2024,MDA,26,0.4615384615384615,27,10,0,1,3,4,1.0,51,738.0,204,1039,0,0,0,0.0038498556304138,0.0365853658536585
1992,MDV,7,0.1428571428571428,8,2,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0139616055846422
1996,MDV,6,0.1666666666666666,6,2,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.009933774834437
2000,MDV,4,0.5,4,2,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0059970014992503
2004,MDV,4,0.5,4,2,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0059790732436472
2008,MDV,4,0.5,4,2,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0059435364041604
2012,MDV,5,0.4,5,3,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0074626865671641
2016,MDV,4,0.5,4,2,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0058651026392961
